time,gross_exposure,net_exposure,n_positions,ret_gross_weighted,ret_net_weighted,turnover_weight_units,regime_on
2021-09-05,0.9790568813167831,0.12392426109307532,29,0.0036111485745978053,0.0035500260141080294,0.06112256048977573,1.0
2021-09-06,0.9915449634817138,0.10919202816325842,28,0.0023258056096656264,0.002183520868011708,0.14228474165391816,1.0
2021-09-07,0.9326664933082296,0.1100221861187584,28,-0.011194258903088127,-0.011314960425669032,0.12070152258090543,1.0
2021-09-08,0.9250175958214101,0.07794434660880631,28,-0.0020303646497899105,-0.0021683504286438768,0.1379857788539662,1.0
2021-09-09,0.9303625667800838,0.06549754331098737,28,0.0005530165042708633,0.00037886967751070774,0.17414682676015553,1.0
2021-09-10,0.9422407543440484,0.046083360479204055,29,-0.003389634993751634,-0.003418092943064835,0.028457949313201336,1.0
2021-09-11,0.9459832032620141,0.04297227060426681,29,0.0006823089148148443,0.0006757622534413072,0.006546661373537097,1.0
2021-09-12,0.9394365418884771,0.04480517200140066,28,0.0019710944201541997,0.0019266960144503945,0.04439840570380517,1.0
2021-09-13,0.921247993906178,0.05314550372024339,28,-0.001731802396819989,-0.0019271593155493277,0.19535691872933875,1.0
2021-09-14,0.9119752458455299,0.06710717274167549,28,0.0035493778958202594,0.003494037153190729,0.05534074262953051,1.0
2021-09-15,0.9241786236010274,0.06078778297869275,28,0.0031876415826647703,0.003138474282148075,0.04916730051669532,1.0
2021-09-16,0.9200398003102207,0.06980290426061933,28,0.0023459149338431896,0.002256394027637665,0.08952090620552475,1.0
2021-09-17,0.9366656770029266,0.050026779707091754,28,-0.0013891660525477347,-0.0015651442738037341,0.17597822125599946,1.0
2021-09-18,0.878479477600245,0.084682744366188,28,0.002116536618739806,0.00210017294872109,0.016363670018716005,1.0
2021-09-19,0.8621225987390861,0.07800835924987173,28,-0.002217867223626141,-0.002294397154618738,0.07652993099259704,1.0
2021-09-20,0.8430025362607376,0.0790515658225589,28,-0.012006421880381767,-0.012070808177835558,0.06438629745378988,1.0
2021-09-21,0.8577353520224724,0.09808621724191124,27,-0.005849211317639664,-0.005922093794504766,0.07288247686510146,1.0
2021-09-22,0.8663430926226728,0.10570707752366554,28,0.009586707860138254,0.00948161534843976,0.10509251169849425,1.0
2021-09-23,0.8781881047174805,0.11006285674028712,28,0.006478690155882533,0.006414123157377089,0.0645669985054443,1.0
2021-09-24,0.9088245404699643,0.13061197993868495,28,-0.0031452688080030504,-0.0033286742635170335,0.1834054555139831,1.0
2021-09-25,0.9113394276357355,0.15076709459834875,27,-0.00036673027432992944,-0.00037926982636548066,0.012539552035551241,1.0
2021-09-26,0.898799875600184,0.14768865322350988,27,0.0013348617049248055,0.0013044702829076713,0.030391422017134094,1.0
2021-09-27,0.8816353898536952,0.15911087968073873,27,-0.0015405321821544487,-0.0015815428850907635,0.04101070293631472,1.0
2021-09-28,0.8930205407307956,0.14813690893414388,27,-0.00414933500100002,-0.0042922269964503455,0.14289199545032533,1.0
2021-09-29,0.9232790386916181,0.13238210244671839,29,0.0017539445210403867,0.0015898891123893458,0.1640554086510409,1.0
2021-09-30,0.9513959880468502,0.08560180057851699,28,0.002017390191045152,0.0019571642378049293,0.06022595324022238,1.0
2021-10-01,0.9695047897744605,0.08673822104595566,29,0.01011259824583075,0.00914309345605629,0.9695047897744605,0.0
2021-10-02,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-10-03,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-10-04,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-10-05,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-10-06,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-10-07,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-10-08,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-10-09,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-10-10,0.0,0.0,0,0.0,-0.0009611743057515232,0.9611743057515233,1.0
2021-10-11,0.9611743057515231,0.12215379710128939,28,0.0053187090620892665,0.005192464701900401,0.12624436018886565,1.0
2021-10-12,0.9721273561325137,0.13107634482836938,28,-0.0023932003562978383,-0.0025955392791181093,0.20233892282027113,1.0
2021-10-13,0.9579829413145177,0.09970049686570524,28,1.520646973453407e-06,-0.00011875201055090371,0.12027265752435712,1.0
2021-10-14,0.9804854611630223,0.08959042202506558,29,0.001173656803862077,0.0008979842230857439,0.2756725807763332,1.0
2021-10-15,0.9862171238087446,0.14414479285936366,28,0.011259082431004175,0.01110660151672944,0.1524809142747352,1.0
2021-10-16,1.0002549725780352,0.12089975941677908,29,-0.0013471887472655264,-0.001369980450588993,0.022791703323466507,1.0
2021-10-17,0.9774632692545686,0.12824682620014666,29,0.000631797836829862,0.0006194687191575564,0.012329117672305621,1.0
2021-10-18,0.9736597770131901,0.12442761074803603,29,0.0011310778891133418,0.0007741047622964877,0.3569731268168541,1.0
2021-10-19,0.9381829176774096,0.01658563026744292,28,-0.004181418883023595,-0.0042987645498540296,0.11734566683043453,1.0
2021-10-20,0.9564846446876916,0.01757658777504434,29,-0.0043296245601212174,-0.004411062419456376,0.08143785933515912,1.0
2021-10-21,0.9640878601928662,0.00999472682688582,28,0.005610633673192358,0.005490847667826129,0.11978600536622976,1.0
2021-10-22,0.9629621818118846,0.03176476684693223,28,0.0014870719365365906,0.001178490237111138,0.3085816994254526,1.0
2021-10-23,0.9668133158611788,0.177839405007206,29,0.0010373404957810361,0.0009987916199054327,0.03854887587560338,1.0
2021-10-24,0.9554454716908058,0.17228814742662465,29,-0.0005119658290810608,-0.0006748808177736909,0.1629149886926301,1.0
2021-10-25,0.9210507090256136,0.0536720796367442,28,-0.002119495543473256,-0.0023415327685998755,0.22203722512661953,1.0
2021-10-26,0.9402097820817572,0.1651317129521323,29,-0.00417796936681778,-0.004292220127182702,0.11425076036492215,1.0
2021-10-27,0.8999943421873025,0.17920142401324657,28,-0.003915217806421257,-0.00403657568866688,0.1213578822456232,1.0
2021-10-28,0.8907328209661753,0.17860575349055066,27,0.0031279769834175798,0.0029930182810115097,0.13495870240607,1.0
2021-10-29,0.9148884700788721,0.1876411336464529,28,0.003969042324044057,0.003623900981790904,0.3451413422531529,1.0
2021-10-30,0.936454346364817,0.038645608338530146,28,0.0006777354788693124,0.000657578761573818,0.0201567172954944,1.0
2021-10-31,0.9399538544894288,0.028952626720087277,28,0.0015435692298193043,0.001485251788057023,0.05831744176228122,1.0
2021-11-01,0.912305065740252,0.05055740288490285,28,0.00013971535101330935,-0.00020672357891934683,0.3464389299326562,1.0
2021-11-02,0.9319784891557841,0.17692452379113835,27,0.005664329799448301,0.005571786831423749,0.09254296802455222,1.0
2021-11-03,0.9223147136367065,0.16038124679122207,28,-0.0004110458980290032,-0.0005761792617050435,0.16513336367604037,1.0
2021-11-04,0.915425009610224,0.15981443720526328,27,-0.0019307000574599685,-0.0021468452416965027,0.21614518423653406,1.0
2021-11-05,0.9472927979625363,0.2011065597382621,28,-0.0009878645995758644,-0.0012350071825572237,0.24714258298135922,1.0
2021-11-06,0.9587791329006192,0.24963310403172756,29,0.0009532620808586634,0.0009397807528210422,0.013481328037621119,1.0
2021-11-07,0.9452978048629984,0.2516811135999782,29,0.0030274991095723533,0.002971402313685663,0.05609679588669022,1.0
2021-11-08,0.9448404059278648,0.24440826175864716,29,0.006640018875981665,0.00650461955548402,0.13539932049764578,1.0
2021-11-09,0.9473871743502522,0.23294088177622646,28,-0.000811507552698883,-0.0008998284219251371,0.08832086922625398,1.0
2021-11-10,0.9452632949283293,0.24047116434800256,28,-0.0015841138972917442,-0.001770516426872769,0.1864025295810248,1.0
2021-11-11,0.9669865340175455,0.2708251578911404,28,-0.0012790390488565907,-0.0014533073687331185,0.1742683198765278,1.0
2021-11-12,0.9845005418214937,0.2729528356138789,28,-0.0006894782446331689,-0.0007326032626855977,0.04312501805242893,1.0
2021-11-13,0.9843709460609654,0.2727011575619288,28,0.0003741471130537244,0.0003619319483594866,0.012215164694237774,1.0
2021-11-14,0.9721641340191012,0.27150114047322643,28,0.002167181429580617,0.0021173204560023242,0.04986097357829283,1.0
2021-11-15,0.9666815178935129,0.26807207521039184,29,-0.002760463151652903,-0.0029262447067816048,0.16578155512870202,1.0
2021-11-16,0.9690285595019703,0.2757841690496342,28,-0.0053054976037450905,-0.0054566575618251794,0.15115995808008892,1.0
2021-11-17,0.9685091633018157,0.2657031244662881,28,-0.0011560935925426776,-0.0012385444933344196,0.08245090079174186,1.0
2021-11-18,1.0048311107565406,0.27484437179352034,28,-0.005272845827485814,-0.005373044522438586,0.1001986949527714,1.0
2021-11-19,1.0142529780972942,0.27889437696209873,27,-4.1364445527627275e-05,-0.0002551584147136727,0.21379396918604543,1.0
2021-11-20,0.9978150692394689,0.26264630447989606,27,0.0028236277481988206,0.002782902628124016,0.040725120074804486,1.0
2021-11-21,1.0248024369421347,0.3001841135864504,27,-0.0017161255669382567,-0.0017725173638180102,0.05639179687975351,1.0
2021-11-22,0.9947904673811501,0.272542957383815,27,-0.004877245267883382,-0.005044213697410521,0.16696842952713914,1.0
2021-11-23,0.9595857546334574,0.2429590044776399,27,0.003131641566304532,0.002991440548898553,0.1402010174059789,1.0
2021-11-24,0.9458382483095638,0.2276870350994158,27,-7.508469357725791e-05,-0.00018974356223555946,0.11465886865830158,1.0
2021-11-25,0.9551949953659732,0.22599076502229828,28,0.002310073661056371,0.0021648585964396147,0.14521506461675626,1.0
2021-11-26,0.9641026483871816,0.23216273568304066,28,-0.013301599907205162,-0.014265702555592345,0.9641026483871818,0.0
2021-11-27,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-11-28,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-11-29,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-11-30,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-01,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-02,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-03,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-04,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-05,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-06,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-07,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-08,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-09,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-10,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-11,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-12,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-13,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-14,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-15,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-16,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-17,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-18,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-19,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-20,0.0,0.0,0,0.0,-0.0011032144742389362,1.1032144742389363,1.0
2021-12-21,1.1032144742389365,0.06543487182561995,28,-0.0037983364119550393,-0.004901550886193975,1.1032144742389363,0.0
2021-12-22,0.0,0.0,0,0.0,0.0,0.0,0.0
2021-12-23,0.0,0.0,0,0.0,-0.0010667669528211731,1.0667669528211732,1.0
2021-12-24,1.0667669528211732,0.046813111557176774,29,0.00032172585958131035,0.00017984624753052873,0.14187961205078162,1.0
2021-12-25,1.0740033085988074,0.02993424505566341,29,0.0007886073418870821,0.000783981951983731,0.004625389903351106,1.0
2021-12-26,1.069385942707897,0.02890327534192414,29,-0.0011750216877326415,-0.001267293443505293,0.09227175577265156,1.0
2021-12-27,1.0629132017693979,0.041164739782947525,29,0.0016754171794251748,0.001454029167866247,0.2213880115589278,1.0
2021-12-28,1.0698190820668476,0.05188296335833902,29,0.0066555756229882655,0.006395836168983541,0.25973945400472453,1.0
2021-12-29,1.061582742342509,0.10186694844524795,28,0.0021001941922188174,0.0018848388500787064,0.21535534214011098,1.0
2021-12-30,1.0721968137648754,0.06231484927289437,29,-0.0004012289355314413,-0.0005043755313920162,0.10314659586057477,1.0
2021-12-31,1.0644576755310384,0.08893456207301907,29,0.002695119095370608,0.002609714627888575,0.08540446748203287,1.0
2022-01-01,1.0646490956654335,0.08076335738208931,29,-0.0033989379375545694,-0.003609109697895212,0.21017176034064272,1.0
2022-01-02,1.0481512963939437,0.1673657905898337,28,-0.0003121093151912501,-0.0004261483179347906,0.11403900274354052,1.0
2022-01-03,1.0599463238558355,0.18542611741444295,28,2.5501044687334168e-05,-0.0004078407598515186,0.43334180453885274,1.0
2022-01-04,1.0326610192434922,0.05872279877569296,29,0.0017385523985516324,0.001646771363651444,0.09178103490018852,1.0
2022-01-05,1.0396970635488754,0.0579640400570062,28,0.005157775902078045,0.005064902499594055,0.09287340248399018,1.0
2022-01-06,1.0415767179469875,0.05907535224861621,29,0.002097030320835664,0.001982695704969828,0.11433461586583579,1.0
2022-01-07,1.0648849207994244,0.060876634472985164,28,0.0025162686371750223,0.002366326928297627,0.14994170887739555,1.0
2022-01-08,1.0564526500748852,0.05105438982907633,27,-0.0003051809948047657,-0.000312593822031652,0.00741282722688634,1.0
2022-01-09,1.0490408137475824,0.05225178385299004,27,-0.000660599399223801,-0.0007321511636802806,0.07155176445647961,1.0
2022-01-10,1.031162338608961,0.041934641145946895,29,-0.00139143406624791,-0.0015027573956824915,0.11132332943458167,1.0
2022-01-11,1.034879579520695,0.028412410027727028,28,-0.002511944051273554,-0.002656517869192277,0.1445738179187228,1.0
2022-01-12,1.0366785444780233,0.052158506859293574,28,-0.004988899412142773,-0.005081189922357676,0.09229051021490353,1.0
2022-01-13,1.0597280815796648,0.05532503450382475,29,0.002485278190584438,0.002335959609939733,0.14931858064470477,1.0
2022-01-14,1.0452821379943154,0.05323727052155096,29,0.0009649547396421656,0.0008388773708535705,0.12607736878859505,1.0
2022-01-15,1.0441918191761654,0.04606300609497877,29,3.530751311844327e-05,2.375448196220818e-05,0.01155303115623509,1.0
2022-01-16,1.0326485655640816,0.04141124711396831,29,-0.00022322909150518144,-0.00029981509798882294,0.07658600648364147,1.0
2022-01-17,1.012685350189403,0.024299578762866716,29,0.002430598253663973,0.0023421118522906617,0.0884864013733114,1.0
2022-01-18,1.019742725999514,0.04795573366815866,29,-0.0017895497804601382,-0.001847742982458685,0.05819320199854682,1.0
2022-01-19,1.0275188207119739,0.05537649457189012,29,-0.0005548921845614337,-0.0007673034609110234,0.21241127634958973,1.0
2022-01-20,1.0237820167082008,0.07230779145261686,29,0.0006714010926860174,0.00047247542717518865,0.19892566551082874,1.0
2022-01-21,1.0463208323404716,0.06673752923104802,28,0.01070741157154411,0.010577128983453192,0.13028258809091933,1.0
2022-01-22,1.0563125563078444,0.06508577731221649,28,0.003805959005485549,0.0035143329376764233,0.29162606780912576,1.0
2022-01-23,1.0630282659092516,0.17348300426595,29,0.0031740628141259672,0.003143606479560505,0.030456334565462213,1.0
2022-01-24,1.0518946959619082,0.17626849023597688,29,0.002217598264122234,0.0020632226277969515,0.15437563632528223,1.0
2022-01-25,1.041759076832592,0.14754770084730146,29,-0.0001601356347885442,-0.00038985869352812044,0.22972305873957627,1.0
2022-01-26,0.9566270051228078,0.16088805893402028,27,0.001791749561691805,0.0016983708247007095,0.09337873699109557,1.0
2022-01-27,0.9504535384505847,0.14396076412763006,28,0.004108846346753816,0.003939283400250448,0.16956294650336753,1.0
2022-01-28,0.9799142048917476,0.12173452887528224,28,0.004528464671834678,0.004466064670721059,0.062400001113618236,1.0
2022-01-29,0.9723656422424664,0.11661986938282667,27,0.001202782448753248,0.001187995392139966,0.014787056613282078,1.0
2022-01-30,0.957602419469841,0.11066318285881796,27,-0.0008765617355119626,-0.0009057605107512224,0.029198775239259768,1.0
2022-01-31,0.9545115631282446,0.10529022988350234,27,-5.28522983564314e-05,-0.0001925668383534004,0.13971453999696898,1.0
2022-02-01,0.9635965707085972,0.08762575834705472,28,-0.001141801510744211,-0.0012560825055916132,0.11428099484740209,1.0
2022-02-02,0.9448612135265946,0.10857873093293777,28,-0.0037681490960123185,-0.0039341123211017815,0.1659632250894627,1.0
2022-02-03,0.9397525894808687,0.10251874387007218,28,-0.0018728102888156285,-0.001985084987830701,0.1122746990150727,1.0
2022-02-04,0.97332973325205,0.08638174190727302,28,0.012542151583235274,0.011568821849983224,0.97332973325205,0.0
2022-02-05,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-02-06,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-02-07,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-02-08,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-02-09,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-02-10,0.0,0.0,0,0.0,-0.0009240683621458448,0.9240683621458448,1.0
2022-02-11,0.9240683621458448,0.06809785858525173,28,-0.001452862451563161,-0.0017592553765263664,0.30639292496320547,1.0
2022-02-12,0.955066452145597,0.04747423557478873,27,-0.0003122327660761962,-0.0003178902945076394,0.005657528431443198,1.0
2022-02-13,0.9494121490271302,0.04439585063705161,27,-0.0006377217982074479,-0.0007572394621312435,0.11951766392379558,1.0
2022-02-14,0.9251541473312038,0.04754655298012086,28,0.0023969703604059295,0.0023103288718292732,0.08664148857665621,1.0
2022-02-15,0.9064683983399051,0.035872832640490154,28,0.0036305681640518704,0.003527404210623757,0.10316395342811303,1.0
2022-02-16,0.8939773144129642,0.03312620078184497,27,-0.0035873700729802853,-0.0038244595403818162,0.2370894674015311,1.0
2022-02-17,0.876653480381168,0.006962638723877309,29,-0.0021281246990890543,-0.0023594111219961827,0.23128642290712859,1.0
2022-02-18,0.9498615480145538,0.03551547705537614,27,-0.0012727246652433609,-0.0014203804347895325,0.14765576954617154,1.0
2022-02-19,0.9659447286326265,0.06137425543895219,27,0.00032364824002664163,0.00028668797533978245,0.03696026468685919,1.0
2022-02-20,0.9289847702839054,0.04296769069354329,27,-0.00427755808890979,-0.004426647141237722,0.14908905232793188,1.0
2022-02-21,0.8750563608591129,0.010527769387119294,29,-0.001637887055121612,-0.001871307782068702,0.2334207269470899,1.0
2022-02-22,0.9310452997800666,-0.0566415496571315,28,-0.005744577913161424,-0.005867247544153399,0.1226696309919753,1.0
2022-02-23,0.9552576262508891,-0.05993076863617128,28,0.00039462092521973247,0.00011759703099076057,0.2770238942289719,1.0
2022-02-24,0.9898960992616237,-0.03417561057382987,28,-0.00017157572228971896,-0.0005042361292112102,0.33266040692149135,1.0
2022-02-25,1.024963161542928,-0.005930491015806318,28,-0.0033494448673676487,-0.0036615202815733056,0.31207541420565676,1.0
2022-02-26,1.017849176166993,0.13594096774365577,29,-0.0003225942965002116,-0.00032408286180479306,0.001488565304581452,1.0
2022-02-27,1.0163607787977254,0.135345969893652,29,-0.0020704692079909414,-0.0021031341784947567,0.032664970503815484,1.0
2022-02-28,1.0255658551242748,0.13511939483498275,28,0.013231039962738724,0.01220547410761445,1.0255658551242748,0.0
2022-03-01,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-02,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-03,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-04,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-05,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-06,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-07,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-08,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-09,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-10,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-11,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-12,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-13,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-14,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-15,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-16,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-17,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-18,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-19,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-20,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-21,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-22,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-23,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-24,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-25,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-26,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-27,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-28,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-29,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-30,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-03-31,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-02,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-03,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-04,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-05,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-06,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-07,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-08,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-09,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-10,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-11,0.0,0.0,0,0.0,-0.0012805921456155948,1.2805921456155949,1.0
2022-04-12,1.2805921456155944,0.19452822279880974,29,0.005933709418117873,0.00582451987386174,0.10918954425613286,1.0
2022-04-13,1.2482571127404043,0.17135193976950192,29,-0.0001957389189474406,-0.001443996031687845,1.2482571127404043,0.0
2022-04-14,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-15,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-16,0.0,0.0,0,0.0,-0.0012650656758676146,1.2650656758676146,1.0
2022-04-17,1.2650656758676146,0.14631755676554337,30,0.001816576157309347,0.0016232663896785246,0.19330976763082242,1.0
2022-04-18,1.316633914805608,0.20351068861968594,29,0.0028423752982990064,0.0026701515654029744,0.1722237328960321,1.0
2022-04-19,1.301551556276963,0.20974913414777135,29,0.008604038842906076,0.007302487286629113,1.301551556276963,0.0
2022-04-20,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-21,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-22,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-23,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-24,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-25,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-26,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-27,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-28,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-29,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-04-30,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-02,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-03,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-04,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-05,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-06,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-07,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-08,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-09,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-10,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-11,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-12,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-13,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-14,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-15,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-16,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-17,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-18,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-19,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-20,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-21,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-22,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-23,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-24,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-25,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-26,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-27,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-28,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-29,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-30,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-05-31,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-02,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-03,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-04,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-05,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-06,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-07,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-08,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-09,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-10,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-11,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-12,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-13,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-14,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-15,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-16,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-17,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-18,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-19,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-20,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-21,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-22,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-23,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-24,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-25,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-26,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-27,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-28,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-29,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-06-30,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-07-02,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-07-03,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-07-04,0.0,0.0,0,0.0,0.0,0.0,0.0
2022-07-05,0.0,0.0,0,0.0,0.0,0.0,0.0
