time,port_net
2020-06-07,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-13,0.0
2020-06-14,0.0
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,0.0
2020-06-20,0.0
2020-06-21,0.0
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,0.0
2020-06-27,0.0
2020-06-28,0.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,0.0
2020-07-03,0.0
2020-07-04,0.0
2020-07-05,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-11,0.0
2020-07-12,0.0
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,0.0
2020-07-18,0.0
2020-07-19,0.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,0.0
2020-07-25,0.0
2020-07-26,0.0
2020-07-27,0.0
2020-07-28,0.0
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,0.0
2020-08-01,0.0
2020-08-02,0.0
2020-08-03,0.0
2020-08-04,0.0
2020-08-05,0.0
2020-08-06,0.0
2020-08-07,0.0
2020-08-08,0.0
2020-08-09,0.0
2020-08-10,0.0
2020-08-11,0.0
2020-08-12,0.0
2020-08-13,0.0
2020-08-14,0.0
2020-08-15,0.0
2020-08-16,0.0
2020-08-17,0.0
2020-08-18,0.0
2020-08-19,0.0
2020-08-20,0.0
2020-08-21,0.0
2020-08-22,0.0
2020-08-23,0.0
2020-08-24,0.0
2020-08-25,0.0
2020-08-26,0.0
2020-08-27,0.0
2020-08-28,0.0
2020-08-29,0.0
2020-08-30,0.0
2020-08-31,0.0
2020-09-01,0.0
2020-09-02,0.0
2020-09-03,0.0
2020-09-04,0.0
2020-09-05,0.0
2020-09-06,0.0
2020-09-07,0.0
2020-09-08,0.0
2020-09-09,-0.0004465
2020-09-10,0.003692006104342098
2020-09-11,0.0008836663036986353
2020-09-12,0.0003713758727236475
2020-09-13,-0.001504306906699451
2020-09-14,0.003292978516151978
2020-09-15,0.00046578966479909764
2020-09-16,-7.521906541847833e-06
2020-09-17,5.1235208881474996e-05
2020-09-18,-0.0003399775111505113
2020-09-19,0.0013049359467416145
2020-09-20,-0.0014328218704022814
2020-09-21,-0.004444128883276742
2020-09-22,-0.00033256453688743694
2020-09-23,-0.0035539230609834094
2020-09-24,0.0035936753537559704
2020-09-25,-0.0008170768999706431
2020-09-26,0.00033396315890837306
2020-09-27,0.0003416552057014429
2020-09-28,-0.00040012675672803836
2020-09-29,0.002224658563510825
2020-09-30,-0.001957757936005015
2020-10-01,-0.0011953186406217676
2020-10-02,-0.0009622960382410224
2020-10-03,-0.0002244289970208535
2020-10-04,0.0015547567385066777
2020-10-05,0.0012220767561684001
2020-10-06,-0.0011239937034461193
2020-10-07,0.0005873739607964041
2020-10-08,0.0017333225247436598
2020-10-09,0.0014419411294133429
2020-10-10,0.0022320677167321002
2020-10-11,0.0006033293738079005
2020-10-12,0.00090462711454702
2020-10-13,-0.0011807643949504885
2020-10-14,-0.0005355701290004606
2020-10-15,0.0016095114720030984
2020-10-16,-0.0020869272400632086
2020-10-17,0.00035509148531438496
2020-10-18,0.00116566134822764
2020-10-19,0.002876801815221126
2020-10-20,0.0017849766972423875
2020-10-21,0.007101875955166186
2020-10-22,0.00113843040816081
2020-10-23,0.0008420096997618253
2020-10-24,0.0013186733272112284
2020-10-25,-0.0006745679234643008
2020-10-26,3.959460043417577e-05
2020-10-27,0.0041043498155083685
2020-10-28,-0.0026881514775780593
2020-10-29,0.00038005912296624485
2020-10-30,-0.00017271549145092937
2020-10-31,0.0017485297630978726
2020-11-01,0.00010172334501684166
2020-11-02,-0.0020715272151545006
2020-11-03,0.004007057300208694
2020-11-04,0.0017345258697695186
2020-11-05,0.011061589496202763
2020-11-06,0.0008151747218000458
2020-11-07,-0.004860643122395036
2020-11-08,0.004331930093409975
2020-11-09,-0.0037134209857194885
2020-11-10,-0.0010660773535205645
2020-11-11,0.0024754368876738347
2020-11-12,0.00532186928079739
2020-11-13,0.0003004592718100982
2020-11-14,-0.0015280148318325027
2020-11-15,-0.000655897890100828
2020-11-16,0.004502229822121511
2020-11-17,0.005772937566236569
2020-11-18,0.00038974838767197117
2020-11-19,0.0002961042427146914
2020-11-20,0.004569020893884882
2020-11-21,0.00014729714568837427
2020-11-22,-0.0014081995056096082
2020-11-23,-0.0009718196589041428
2020-11-24,0.004250008063287152
2020-11-25,-0.001973657794114088
2020-11-26,-0.008562507364097638
2020-11-27,-0.000182413599350046
2020-11-28,0.003346952004825124
2020-11-29,0.0028136522708253568
2020-11-30,0.007789657080007316
2020-12-01,-0.00387680710456966
2020-12-02,0.0021680858582879404
2020-12-03,0.0016786463466060167
2020-12-04,-0.004197267318500189
2020-12-05,0.002557446168826976
2020-12-06,0.0012379171672825431
2020-12-07,-0.0012080211804980125
2020-12-08,-0.004623691816390101
2020-12-09,0.001234678286801179
2020-12-10,3.1568588750870295e-05
2020-12-11,-0.0009137221626386856
2020-12-12,0.004335153169716333
2020-12-13,0.001803219025828004
2020-12-14,0.00014734060970504533
2020-12-15,0.0009911485275680067
2020-12-16,0.010120118493259767
2020-12-17,0.007723622210653172
2020-12-18,0.0011432176978011935
2020-12-19,0.0031211494425721596
2020-12-20,-0.0020094174406804256
2020-12-21,-0.0035211601838146768
2020-12-22,0.004097625350414109
2020-12-23,-0.0016680755600597336
2020-12-24,0.0021856008707466525
2020-12-25,0.004063501404630369
2020-12-26,0.0071722198884435874
2020-12-27,-0.0004238671570190762
2020-12-28,0.002858404149702229
2020-12-29,0.0016766151627932786
2020-12-30,0.006833574412401411
2020-12-31,-0.0003020820528337341
2021-01-01,0.0014255678802064318
2021-01-02,0.009548318927250632
2021-01-03,0.0029441777626629667
2021-01-04,-0.003377442492919145
2021-01-05,0.007470552213127264
2021-01-06,0.008794015744388177
2021-01-07,0.006077421918031667
2021-01-08,0.002525062265960057
2021-01-09,-0.000907799752412092
2021-01-10,-0.005784536589608901
2021-01-11,-0.0077215319312915085
2021-01-12,-0.0031760455231263285
2021-01-13,0.009305323058728495
2021-01-14,0.004845370793819592
2021-01-15,-0.007248234284747205
2021-01-16,-0.001982547114701949
2021-01-17,-0.0007507437255565405
2021-01-18,0.0024032490088399952
2021-01-19,-0.0014464947837975154
2021-01-20,-0.0007273194642110054
2021-01-21,-0.012574215264575554
2021-01-22,0.006468023628626951
2021-01-23,-0.0026250906674031294
2021-01-24,0.0005118118846180986
2021-01-25,-0.00020869837788540797
2021-01-26,0.001239197705310127
2021-01-27,-0.007688008793692285
2021-01-28,0.010448110541352655
2021-01-29,0.0023981444422601556
2021-01-30,0.0001638983333936972
2021-01-31,-0.0037288127657585744
2021-02-01,0.0007173868422804265
2021-02-02,0.005954735182025899
2021-02-03,0.006081206407379969
2021-02-04,-0.0026740481426098806
2021-02-05,0.004373892045394718
2021-02-06,0.002550942610591545
2021-02-07,-0.0009749842682105794
2021-02-08,0.019738438710999888
2021-02-09,0.0008193942973924761
2021-02-10,-0.003841987504416717
2021-02-11,0.007209147391890251
2021-02-12,-0.0011980700923818828
2021-02-13,-0.0004115426940429602
2021-02-14,0.002962600162391972
2021-02-15,-0.0010135893317947417
2021-02-16,0.0017300001760870785
2021-02-17,0.005487186530640533
2021-02-18,-0.00032987319081024917
2021-02-19,0.008940565412116835
2021-02-20,-4.8760692580840376e-05
2021-02-21,0.003074162248857067
2021-02-22,-0.005547193084345551
2021-02-23,-0.009799246498476228
2021-02-24,0.0029947075943645403
2021-02-25,-0.006617555309731492
2021-02-26,-0.003733937843564125
2021-02-27,-0.00018105213908109485
2021-02-28,-0.0013132622555979089
2021-03-01,0.009557178632007831
2021-03-02,-0.0019558050308804173
2021-03-03,0.0028252624511429544
2021-03-04,-0.004830612075289138
2021-03-05,0.0005752623078987196
2021-03-06,0.00021914262808691426
2021-03-07,0.004340800017715049
2021-03-08,0.0025323210088047617
2021-03-09,0.0051610724440488386
2021-03-10,0.0021018801829663478
2021-03-11,0.003970381123611535
2021-03-12,-0.0011735842375733194
2021-03-13,0.006737357818281487
2021-03-14,-0.0034143500136468267
2021-03-15,-0.005625114099426603
2021-03-16,0.0023886664058971083
2021-03-17,0.004220596392996828
2021-03-18,-0.0033249586025522384
2021-03-19,0.0006129805400294366
2021-03-20,0.00017140599923118785
2021-03-21,-0.0016580154200492195
2021-03-22,-0.006142614791080354
2021-03-23,-0.0014088104355114497
2021-03-24,-0.004047747362042689
2021-03-25,-0.0015693562522997903
2021-03-26,0.008120021916018988
2021-03-27,0.0013543239525311789
2021-03-28,-7.271185949234905e-05
2021-03-29,0.0031600043870447956
2021-03-30,0.0017521833062606068
2021-03-31,0.0004284620538499762
2021-04-01,0.0003708095525464527
2021-04-02,0.00012480678502963696
2021-04-03,-0.0033078908530998767
2021-04-04,0.002346264352718354
2021-04-05,0.0016113982761108397
2021-04-06,-0.0035739680584928363
2021-04-07,-0.004969951661088895
2021-04-08,0.0037075590985259613
2021-04-09,-0.0002178837869316904
2021-04-10,0.0028701466661523655
2021-04-11,0.0004374681337272543
2021-04-12,-0.0007181765879254337
2021-04-13,0.00634048601221188
2021-04-14,0.0007383400314239262
2021-04-15,0.0004528070121227883
2021-04-16,-0.002704564051205046
2021-04-17,-0.002281928257209887
2021-04-18,-0.006383326663463967
2021-04-19,-0.0013585027991266105
2021-04-20,0.0004479111224086485
2021-04-21,-0.0037162095622152213
2021-04-22,-0.004927256366576847
2021-04-23,-0.0006052127401339198
2021-04-24,-0.002070450149903924
2021-04-25,-0.0020676652330492056
2021-04-26,0.011200782867369323
2021-04-27,0.0013572045637852445
2021-04-28,0.00027785164610787957
2021-04-29,-0.002625653195660781
2021-04-30,0.006524158008057327
2021-05-01,0.00018049261480048708
2021-05-02,-0.0019350153695917637
2021-05-03,0.0016371465114403386
2021-05-04,-0.007527138557244975
2021-05-05,0.009121432362558411
2021-05-06,-0.001684436374306064
2021-05-07,0.0020045040272341206
2021-05-08,0.0027071677135663166
2021-05-09,-0.000681686655426519
2021-05-10,-0.004258349143785341
2021-05-11,0.001892059986728813
2021-05-12,-0.01362572955964676
2021-05-13,-0.000717837938486275
2021-05-14,0.0012304944998117752
2021-05-15,-0.006271955735392543
2021-05-16,-0.0007454695726545111
2021-05-17,-0.005932702986572683
2021-05-18,-0.0020756515253340393
2021-05-19,-0.015189076104524107
2021-05-20,0.01094666922910907
2021-05-21,-0.008595557985746153
2021-05-22,0.0004400389918824077
2021-05-23,-0.00746694876151435
2021-05-24,0.012448604406519426
2021-05-25,-0.0014627940484746443
2021-05-26,0.0027791761658013457
2021-05-27,-0.0014073561664171795
2021-05-28,-0.007876326379937555
2021-05-29,-0.003056074325810643
2021-05-30,0.0030632875993745843
2021-05-31,0.005074252623495901
2021-06-01,-0.002054991847305536
2021-06-02,0.0027388263087431753
2021-06-03,0.0036350134247899314
2021-06-04,-0.005561462695327456
2021-06-05,-0.0036143616501321807
2021-06-06,0.0007567572207359698
2021-06-07,-0.006212564711866422
2021-06-08,-0.0007600070711533432
2021-06-09,0.011753238197365611
2021-06-10,-0.0015006522769831353
2021-06-11,0.0011007274924555914
2021-06-12,-0.004914157010160592
2021-06-13,0.009786935132269744
2021-06-14,0.003922132834182235
2021-06-15,-0.0013500837086956748
2021-06-16,-0.005454321007096543
2021-06-17,-0.0015636721545681468
2021-06-18,-0.007976721404099264
2021-06-19,-0.000940201071060931
2021-06-20,0.00035593102582195767
2021-06-21,-0.010773188817805847
2021-06-22,0.003288373229762667
2021-06-23,0.0034538219152938387
2021-06-24,0.0025169920214006334
2021-06-25,-0.00877801807223323
2021-06-26,0.002139744616746153
2021-06-27,0.0076573615671442306
2021-06-28,-0.000891446431288575
2021-06-29,0.003483846516696428
2021-06-30,-0.0022704611907293486
2021-07-01,-0.00486162125430205
2021-07-02,0.0018172187812751594
2021-07-03,0.0026944087598631764
2021-07-04,0.0016655023517282914
2021-07-05,-0.0045685794333172125
2021-07-06,0.0007358710316646859
2021-07-07,-0.0012240483701133704
2021-07-08,-0.0036757191477755
2021-07-09,0.00398504224243076
2021-07-10,-0.0008884887433921907
2021-07-11,0.0021882106761565295
2021-07-12,-0.0035953141568209027
2021-07-13,-0.0017762294107135216
2021-07-14,6.125435180494822e-05
2021-07-15,-0.0033961724695265563
2021-07-16,-0.0019002183338371313
2021-07-17,0.0004731832533344954
2021-07-18,0.0005977733620754139
2021-07-19,-0.004475880693083225
2021-07-20,-0.0027594379332874894
2021-07-21,0.00896523755192789
2021-07-22,0.000912365016174273
2021-07-23,0.004142391100210943
2021-07-24,0.0018351666081805496
2021-07-25,0.003233839800333917
2021-07-26,0.005349321059002052
2021-07-27,0.005913592410253472
2021-07-28,0.0018529101021530921
2021-07-29,0.0003934052210281821
2021-07-30,0.005247162221081371
2021-07-31,-0.0017823817001985211
2021-08-01,-0.0038690355463739472
2021-08-02,-0.00231597618854907
2021-08-03,-0.0030244131796833495
2021-08-04,0.004151434889950658
2021-08-05,0.0033256864017355125
2021-08-06,0.005403221979524591
2021-08-07,0.003961948126395054
2021-08-08,-0.0017447363454773895
2021-08-09,0.005891237937209416
2021-08-10,-0.0011881994213768096
2021-08-11,-0.0008234158486722752
2021-08-12,-0.002290351980493348
2021-08-13,0.006744616186090927
2021-08-14,-0.001501000211900677
2021-08-15,-0.00028513368163460095
2021-08-16,-0.00284947113056046
2021-08-17,-0.0022882009651411725
2021-08-18,0.00042034151968923833
2021-08-19,0.0035871972418623477
2021-08-20,0.005170522969048704
2021-08-21,-0.0009641344813404951
2021-08-22,0.000986024655353447
2021-08-23,0.00013253647638183534
2021-08-24,-0.004202688847762919
2021-08-25,0.0024133230924281005
2021-08-26,-0.0044321278567806795
2021-08-27,0.004200072694861653
2021-08-28,-0.00044388028314431866
2021-08-29,-0.0002886663191221742
2021-08-30,-0.003198054145529607
2021-08-31,-0.00015827931150584726
2021-09-01,0.003503831086290243
2021-09-02,0.0012560857222134998
2021-09-03,0.0016163389980978166
2021-09-04,-0.00024138539021671958
2021-09-05,0.0035985372214383652
2021-09-06,0.0018185702380665645
2021-09-07,-0.011533155062014381
2021-09-08,-0.0018076668081149626
2021-09-09,0.0008199221464758299
2021-09-10,-0.0032733974263942454
2021-09-11,0.0006574589148148443
2021-09-12,0.0017551213676144154
2021-09-13,-0.0022165559247228823
2021-09-14,0.005074457963380546
2021-09-15,0.002065250311037042
2021-09-16,-0.00038483178314218037
2021-09-17,-0.0008369260895857628
2021-09-18,0.002090996618739806
2021-09-19,-0.0021527192698808585
2021-09-20,-0.00933058978755183
2021-09-21,-0.005177798069429259
2021-09-22,0.007171642748594827
2021-09-23,0.0026764984629666227
2021-09-24,-0.00412294589595278
2021-09-25,-0.0004366002743299294
2021-09-26,0.0010816778138645182
2021-09-27,-0.0020610647016328673
2021-09-28,-0.003328016226387546
2021-09-29,0.0008965606462630402
2021-09-30,0.005379193484732096
2021-10-01,0.00985124806608949
2021-10-02,-0.0009561705937414345
2021-10-03,0.001158280273419304
2021-10-04,0.0020440187493045757
2021-10-05,0.004736582592040446
2021-10-06,0.00771377685525185
2021-10-07,-0.002841212688355809
2021-10-08,0.0005810834759807574
2021-10-09,0.0018168362970347519
2021-10-10,-0.0003909021341746597
2021-10-11,0.00443686030601395
2021-10-12,-0.0020950362886196575
2021-10-13,0.0017925294735462193
2021-10-14,-0.00031814469231540425
2021-10-15,0.007294200715940323
2021-10-16,-0.0013997887472655265
2021-10-17,0.0009112048279650669
2021-10-18,0.0006299744716863374
2021-10-19,-0.00426909316195082
2021-10-20,-0.003203169724334891
2021-10-21,0.0060741818166604265
2021-10-22,0.0020223508664797734
2021-10-23,0.001014270495781036
2021-10-24,-0.000893004774140995
2021-10-25,-0.0017849213005097732
2021-10-26,-0.004616139478738347
2021-10-27,-0.0031224584321695205
2021-10-28,0.003141488980596547
2021-10-29,0.0029179477627068752
2021-10-30,0.0006521154788693125
2021-10-31,0.0008844229635568831
2021-11-01,0.00023903395604842563
2021-11-02,0.0046787574677632626
2021-11-03,-0.0009377803142407602
2021-11-04,-0.0018531072137791028
2021-11-05,-0.0008698933017721584
2021-11-06,0.0009245120808586634
2021-11-07,0.00289019289593298
2021-11-08,0.0065235086629613
2021-11-09,-0.00039083052971342763
2021-11-10,-0.0027461946299608235
2021-11-11,-0.00021472599597402125
2021-11-12,-0.0012115360279670564
2021-11-13,0.0003490071130537244
2021-11-14,0.0017593569530145181
2021-11-15,-0.00293480053790978
2021-11-16,-0.005609500697959856
2021-11-17,0.0007147230388285744
2021-11-18,-0.005753237545887653
2021-11-19,0.002625892299499546
2021-11-20,0.0028014977481988206
2021-11-21,-0.001858548749327825
2021-11-22,-0.004364468912737321
2021-11-23,0.0023618689843597678
2021-11-24,-0.000530176239171739
2021-11-25,0.003463311833243372
2021-11-26,-0.007407310547357251
2021-11-27,0.0018431029248372256
2021-11-28,0.0044244758418049744
2021-11-29,0.0011032317533647116
2021-11-30,-0.0009892474375072858
2021-12-01,0.0005678286758745084
2021-12-02,-0.0010609196958468715
2021-12-03,-0.003889059195955173
2021-12-04,-0.008215514845371986
2021-12-05,0.00016646499531099596
2021-12-06,-0.0010730960207115286
2021-12-07,-0.00034487569755558005
2021-12-08,-1.724584517782897e-05
2021-12-09,-0.00018652896387322552
2021-12-10,-0.00019212786388367754
2021-12-11,0.0
2021-12-12,5.13297152672548e-05
2021-12-13,0.0002452328846850233
2021-12-14,-2.4824489906005064e-05
2021-12-15,-0.0007478610474558672
2021-12-16,0.0002637115159335781
2021-12-17,0.00022235802835244802
2021-12-18,0.0
2021-12-19,0.00018846017765101943
2021-12-20,-4.303166764235469e-05
2021-12-21,-0.005013646202994727
2021-12-22,-0.00018705731696847672
2021-12-23,-0.004963212474711494
2021-12-24,0.00020086759441185895
2021-12-25,0.0007886073418870821
2021-12-26,-0.0009209322287957673
2021-12-27,0.00015496606945248058
2021-12-28,0.006404126854708154
2021-12-29,0.0014466105524423539
2021-12-30,-0.001036575249179064
2021-12-31,0.0013872816799587785
2022-01-01,-0.0035769479375545696
2022-01-02,-0.00033031057659999334
2022-01-03,-0.000124042788680964
2022-01-04,0.0009135509755875162
2022-01-05,0.00546599313402898
2022-01-06,0.0013249003858753887
2022-01-07,0.0028277873710627495
2022-01-08,-0.0003051809948047657
2022-01-09,-0.00042784893665036836
2022-01-10,-0.000278909205272809
2022-01-11,-0.0028616849191396916
2022-01-12,-0.003742263124364739
2022-01-13,0.0032271747460101137
2022-01-14,-0.0004937621098404617
2022-01-15,4.887513118443272e-06
2022-01-16,-8.135815280809338e-05
2022-01-17,0.0022135151937044497
2022-01-18,-0.0001627200441628171
2022-01-19,0.0014159354098844195
2022-01-20,0.0023989892187146573
2022-01-21,0.011626125523205315
2022-01-22,0.003605959005485549
2022-01-23,0.0032265172852016417
2022-01-24,0.0015167964486507634
2022-01-25,0.0003429082337743983
2022-01-26,-0.00026470112969094304
2022-01-27,0.0018359535097982422
2022-01-28,0.0020931320055552556
2022-01-29,0.001175712448753248
2022-01-30,-0.0007383332240769015
2022-01-31,0.0009298591143971462
2022-02-01,-0.0002658776326424419
2022-02-02,-0.004532222779675336
2022-02-03,2.654567082483398e-05
2022-02-04,0.01164190867685242
2022-02-05,-0.00035931513044004106
2022-02-06,0.0023524678724314635
2022-02-07,0.0032962127919739653
2022-02-08,0.000341855532914221
2022-02-09,0.00011505162450365806
2022-02-10,-0.0020015050908996656
2022-02-11,-0.002100124860977676
2022-02-12,-0.00040223255831522975
2022-02-13,-0.00048144928888830825
2022-02-14,0.0015642282435644047
2022-02-15,0.00441628415770127
2022-02-16,-0.0019229730044472665
2022-02-17,-0.0075737301823329125
2022-02-18,-0.0013288113753049879
2022-02-19,0.0002951182400266416
2022-02-20,-0.004241934331846614
2022-02-21,-0.003682224395719163
2022-02-22,-0.004550092737357783
2022-02-23,0.0027438675544285357
2022-02-24,-0.0020224392394421185
2022-02-25,-0.003816380148245797
2022-02-26,-0.0003225942965002116
2022-02-27,-0.0026015102541162333
2022-02-28,0.014302616753905586
2022-03-01,0.002821228683033059
2022-03-02,-0.0016610380831828821
2022-03-03,-0.0035617882647024503
2022-03-04,-0.008369876263328453
2022-03-05,0.0005773471460657654
2022-03-06,-0.003068422774417858
2022-03-07,-0.0008639053695071448
2022-03-08,0.0021293581536026727
2022-03-09,0.007547043352274291
2022-03-10,-0.006998225205211466
2022-03-11,-0.000663597132772235
2022-03-12,0.00014891549994664466
2022-03-13,-0.0026654976941146934
2022-03-14,0.005856067403181592
2022-03-15,-0.0012292828722228484
2022-03-16,0.0029068213445955942
2022-03-17,-0.0014622444323103367
2022-03-18,0.0021527762298875807
2022-03-19,0.0010974642322325368
2022-03-20,-0.0022624205658204888
2022-03-21,-0.00037151277694620003
2022-03-22,0.0023555323515369853
2022-03-23,0.0010942532446304005
2022-03-24,0.0026773882937758476
2022-03-25,0.0008443615878580713
2022-03-26,0.00045316736527054594
2022-03-27,0.005201997574847389
2022-03-28,0.00045981179709929355
2022-03-29,0.00045171958039142617
2022-03-30,-0.0006569996552111368
2022-03-31,-0.003149471392148336
2022-04-01,0.0017232585071501037
2022-04-02,-0.0010210296796527186
2022-04-03,0.001347829616838487
2022-04-04,0.0004143246160656788
2022-04-05,-0.002406869255525862
2022-04-06,-0.005067754896613548
2022-04-07,0.000731606735173215
2022-04-08,-0.0026543163973477626
2022-04-09,0.0011636977624493118
2022-04-10,-0.0014205888493965342
2022-04-11,-0.006252757002193553
2022-04-12,0.0016552570110500992
2022-04-13,0.0022602638642779836
2022-04-14,-0.0024409293657968695
2022-04-15,0.0015996997347209497
2022-04-16,-0.0004275133152301991
2022-04-17,-0.001758269795281696
2022-04-18,0.0028246885833303923
2022-04-19,0.0017090147262999553
2022-04-20,-0.0001569184686955858
2022-04-21,-0.00266604247206925
2022-04-22,-0.0020041838920225844
2022-04-23,-0.000643819758689801
2022-04-24,-2.2715058957519925e-05
2022-04-25,0.0026755608081974664
2022-04-26,-0.005241894845633001
2022-04-27,0.0032929452845904157
2022-04-28,0.001821554885306233
2022-04-29,-0.0037543609594866516
2022-04-30,-0.002543487904019837
2022-05-01,0.0023384667774073867
2022-05-02,0.00033451866055688465
2022-05-03,-0.0017384707392454062
2022-05-04,0.005092626860986078
2022-05-05,-0.007230117912493485
2022-05-06,-0.0017373551362104497
2022-05-07,-0.001513069005381973
2022-05-08,-0.004153881767997123
2022-05-09,-0.0006209622025893907
2022-05-10,0.0001386773745034747
2022-05-11,0.00045036279210296855
2022-05-12,0.0001720573762949019
2022-05-13,9.499185460864321e-05
2022-05-14,0.0
2022-05-15,8.17615883913636e-05
2022-05-16,-0.000282235399115721
2022-05-17,-0.0007152531299119785
2022-05-18,0.0007009604808977164
2022-05-19,-0.0003378543298919465
2022-05-20,-0.00022251401814493604
2022-05-21,0.0
2022-05-22,1.064546118468839e-05
2022-05-23,-0.00037783372069632374
2022-05-24,7.639462198723738e-05
2022-05-25,-0.00023848922447685026
2022-05-26,-0.00011251471912695158
2022-05-27,0.0001971046045293718
2022-05-28,0.0
2022-05-29,2.6980565547335338e-05
2022-05-30,-1.453936959429254e-05
2022-05-31,0.0003444972193335558
2022-06-01,0.000771953510118754
2022-06-02,-0.00024285091682667086
2022-06-03,0.0002373572456129771
2022-06-04,0.0
2022-06-05,-4.933042538352183e-05
2022-06-06,-0.00020081377337236142
2022-06-07,-8.422893180004743e-05
2022-06-08,-4.054478631956455e-05
2022-06-09,-2.6371071058445514e-05
2022-06-10,0.0006667514997710997
2022-06-11,0.0
2022-06-12,0.00014309132315190544
2022-06-13,0.0003615024331146402
2022-06-14,0.00026501882969261756
2022-06-15,-0.0001332244257008616
2022-06-16,-0.0008176954295977164
2022-06-17,0.00018252375385518013
2022-06-18,0.0
2022-06-19,6.429183467021246e-05
2022-06-20,-5.491569987125189e-05
2022-06-21,1.052396784212893e-05
2022-06-22,-0.00017034602555508158
2022-06-23,-2.446158429315985e-05
2022-06-24,4.0121453210578506e-05
2022-06-25,0.0
2022-06-26,-1.4195153098011674e-05
